id,headline,country_1,country_2,source,url,published_at,text,label
e6adf989a6944466fb74,China's trade policies stoke tension with India over RCEP agreement - Deutsche Welle,CN,IN,synthetic-The Wire,urn:synthetic:e6adf989a6944466fb74,2026-04-17T12:22:18Z,China's trade policies stoke tension with India over RCEP agreement - Deutsche Welle,adversarial
9e753cfa3e855e6cdd0e,India imposes tariffs on Chinese imports amid manufacturing competition concerns - Business Standard,CN,IN,synthetic-The Economic Times,urn:synthetic:9e753cfa3e855e6cdd0e,2026-04-17T12:22:18Z,India imposes tariffs on Chinese imports amid manufacturing competition concerns - Business Standard,adversarial
6caed6360df80c176cd2,China probes Indian companies in a move seen as escalating economic pressure - BBC News,CN,IN,synthetic-Financial Times,urn:synthetic:6caed6360df80c176cd2,2026-04-17T12:22:18Z,China probes Indian companies in a move seen as escalating economic pressure - BBC News,adversarial
126b5622d411297f2ff3,Espionage concerns heighten trade friction between India and China - The Diplomat,CN,IN,synthetic-BBC Business,urn:synthetic:126b5622d411297f2ff3,2026-04-17T12:22:18Z,Espionage concerns heighten trade friction between India and China - The Diplomat,adversarial
eb3587a9f002fdcc7d95,China's trade sanctions against India could impact global supply chains - Nikkei Asia,CN,IN,synthetic-Bloomberg,urn:synthetic:eb3587a9f002fdcc7d95,2026-04-17T12:22:18Z,China's trade sanctions against India could impact global supply chains - Nikkei Asia,adversarial
565c23596da6cd63e8d6,"India accuses China of cyber espionage, threatens retaliation - Reuters",CN,IN,synthetic-Al Jazeera,urn:synthetic:565c23596da6cd63e8d6,2026-04-17T12:22:18Z,"India accuses China of cyber espionage, threatens retaliation - Reuters",adversarial
e1532cb828c653942f94,"Border tensions disrupt trade between India and China, causing economic losses - The Guardian",CN,IN,synthetic-The Times of India,urn:synthetic:e1532cb828c653942f94,2026-04-17T12:22:18Z,"Border tensions disrupt trade between India and China, causing economic losses - The Guardian",adversarial
b78958f79c1a5a8f8288,China's tariffs on Indian goods signal deteriorating economic relations - Financial Express,CN,IN,synthetic-Al Jazeera,urn:synthetic:b78958f79c1a5a8f8288,2026-04-17T12:22:18Z,China's tariffs on Indian goods signal deteriorating economic relations - Financial Express,adversarial
eae6ed69cf0e86882023,India retaliates against Chinese sanctions with new tariffs on imports - Bloomberg,CN,IN,synthetic-Bloomberg,urn:synthetic:eae6ed69cf0e86882023,2026-04-17T12:22:18Z,India retaliates against Chinese sanctions with new tariffs on imports - Bloomberg,adversarial
d4de1aadc290909d91a6,"Trade imbalance worsens between India and China, leading to diplomatic tension - The Hindu",CN,IN,synthetic-Al Jazeera,urn:synthetic:d4de1aadc290909d91a6,2026-04-17T12:22:18Z,"Trade imbalance worsens between India and China, leading to diplomatic tension - The Hindu",adversarial
dc53c29756bbeba56aa9,China's coercion of Indian companies raises concerns over economic security - CNBC,CN,IN,synthetic-Mint,urn:synthetic:dc53c29756bbeba56aa9,2026-04-17T12:22:18Z,China's coercion of Indian companies raises concerns over economic security - CNBC,adversarial
17e3bdefae0cdaa4a914,India and China locked in trade dispute over border tensions - The Economic Times,CN,IN,synthetic-Reuters,urn:synthetic:17e3bdefae0cdaa4a914,2026-04-17T12:22:18Z,India and China locked in trade dispute over border tensions - The Economic Times,adversarial
393f3c2e75722eb0fdf3,Himalayan border row deepens as trade between India and China plummets - Al Jazeera,CN,IN,synthetic-The Wire,urn:synthetic:393f3c2e75722eb0fdf3,2026-04-17T12:22:18Z,Himalayan border row deepens as trade between India and China plummets - Al Jazeera,adversarial
44fbdf12286c0713a3ff,Trade war looms as India imposes tariffs on Chinese imports - Forbes,CN,IN,synthetic-Bloomberg,urn:synthetic:44fbdf12286c0713a3ff,2026-04-17T12:22:18Z,Trade war looms as India imposes tariffs on Chinese imports - Forbes,adversarial
206c0c6ddba0c995c835,"China's BRI project faces resistance from India, stalling regional cooperation efforts - Deutsche Welle",CN,IN,synthetic-South China Morning Post,urn:synthetic:206c0c6ddba0c995c835,2026-04-17T12:22:18Z,"China's BRI project faces resistance from India, stalling regional cooperation efforts - Deutsche Welle",adversarial
cfe91265f6d6b62c6698,"India's tech ban targets Chinese companies, intensifying economic rivalry - Business Standard",CN,IN,synthetic-Financial Times,urn:synthetic:cfe91265f6d6b62c6698,2026-04-17T12:22:18Z,"India's tech ban targets Chinese companies, intensifying economic rivalry - Business Standard",adversarial
10b5183bb23a4fb2db15,China's cyber espionage accusations escalate trade tensions with India - BBC News,CN,IN,synthetic-Business Standard,urn:synthetic:10b5183bb23a4fb2db15,2026-04-17T12:22:18Z,China's cyber espionage accusations escalate trade tensions with India - BBC News,adversarial
c89604c0b097e36da58d,Global supply chains face disruption as India imposes tariffs on Chinese goods - Nikkei Asia,CN,IN,synthetic-The Times of India,urn:synthetic:c89604c0b097e36da58d,2026-04-17T12:22:18Z,Global supply chains face disruption as India imposes tariffs on Chinese goods - Nikkei Asia,adversarial
4c5cc21882c6268a4b88,Economic decoupling between India and China looms as diplomatic relations deteriorate - The Diplomat,CN,IN,synthetic-Reuters,urn:synthetic:4c5cc21882c6268a4b88,2026-04-17T12:22:18Z,Economic decoupling between India and China looms as diplomatic relations deteriorate - The Diplomat,adversarial
8df60c6a71a1f7abed49,China Imposes Tariffs on Indian Goods amid Trade Deficit Dispute - Bloomberg,CN,IN,synthetic-Mint,urn:synthetic:8df60c6a71a1f7abed49,2026-04-17T12:23:14Z,China Imposes Tariffs on Indian Goods amid Trade Deficit Dispute - Bloomberg,adversarial
4b94ea981baa55d54577,India Retaliates with Import Restrictions in Response to Chinese Dumping - Reuters,CN,IN,synthetic-Al Jazeera,urn:synthetic:4b94ea981baa55d54577,2026-04-17T12:23:14Z,India Retaliates with Import Restrictions in Response to Chinese Dumping - Reuters,adversarial
ef23b485b564500f1e60,Escalating Tension: China Slaps Tariff on Indian Exports - Financial Times,CN,IN,synthetic-The Hindu,urn:synthetic:ef23b485b564500f1e60,2026-04-17T12:23:14Z,Escalating Tension: China Slaps Tariff on Indian Exports - Financial Times,adversarial
a49ca75c3a2a8b45f476,Border Tensions Intensify as India Threatens Trade Sanctions - BBC News,CN,IN,synthetic-LiveMint,urn:synthetic:a49ca75c3a2a8b45f476,2026-04-17T12:23:14Z,Border Tensions Intensify as India Threatens Trade Sanctions - BBC News,adversarial
1a1491d893d201b10dcd,Diplomatic Row Deepens over FDI Restrictions in India's Manufacturing Sector - CNBC,CN,IN,synthetic-The Times of India,urn:synthetic:1a1491d893d201b10dcd,2026-04-17T12:23:14Z,Diplomatic Row Deepens over FDI Restrictions in India's Manufacturing Sector - CNBC,adversarial
aee03dd786f7c5b5dbc5,"China Accuses India of Espionage Concerns, Threatens Decoupling - Wall Street Journal",CN,IN,synthetic-The Guardian,urn:synthetic:aee03dd786f7c5b5dbc5,2026-04-17T12:23:14Z,"China Accuses India of Espionage Concerns, Threatens Decoupling - Wall Street Journal",adversarial
2d85703faecd660bbcf7,Himalayan Border Dispute Sparks Trade War: China Imposes Tariffs on Indian Goods - Forbes,CN,IN,synthetic-CNBC,urn:synthetic:2d85703faecd660bbcf7,2026-04-17T12:23:14Z,Himalayan Border Dispute Sparks Trade War: China Imposes Tariffs on Indian Goods - Forbes,adversarial
ddbd73447de7a304c37d,India and China Clash over BRI Participation in RCEP Negotiations - The Guardian,CN,IN,synthetic-The Guardian,urn:synthetic:ddbd73447de7a304c37d,2026-04-17T12:23:14Z,India and China Clash over BRI Participation in RCEP Negotiations - The Guardian,adversarial
d88ef76908100a57ac25,India Plans Probe into Chinese Investments Amid Security Concerns - Business Standard,CN,IN,synthetic-Nikkei Asia,urn:synthetic:d88ef76908100a57ac25,2026-04-17T12:23:14Z,India Plans Probe into Chinese Investments Amid Security Concerns - Business Standard,adversarial
e1adc36cb399ef377633,China Warns of Trade Retaliation if India Joins Quad Alliance - NDTV,CN,IN,synthetic-LiveMint,urn:synthetic:e1adc36cb399ef377633,2026-04-17T12:23:14Z,China Warns of Trade Retaliation if India Joins Quad Alliance - NDTV,adversarial
c9a874aadc715335d651,Indian Supply Chain Disrupted as China Imposes Restrictions on Exports - Economist,CN,IN,synthetic-Business Standard,urn:synthetic:c9a874aadc715335d651,2026-04-17T12:23:14Z,Indian Supply Chain Disrupted as China Imposes Restrictions on Exports - Economist,adversarial
9e5c98c09f25a4cf66b7,"India-China Trade War Intensifies: Tariffs, Sanctions, and Diplomatic Tensions - Al Jazeera",CN,IN,synthetic-NDTV,urn:synthetic:9e5c98c09f25a4cf66b7,2026-04-17T12:23:14Z,"India-China Trade War Intensifies: Tariffs, Sanctions, and Diplomatic Tensions - Al Jazeera",adversarial
1a2778ba446f8bcf4034,Coercion or Competition? Chinese FDI Restrictions Stir Concerns in India - The Hindu,CN,IN,synthetic-The Economic Times,urn:synthetic:1a2778ba446f8bcf4034,2026-04-17T12:23:14Z,Coercion or Competition? Chinese FDI Restrictions Stir Concerns in India - The Hindu,adversarial
c844cad738eed2eba047,"Trade Dispute: China Bans Indian Imports, Creating Uncertainty for Exporters - Livemint",CN,IN,synthetic-AP News,urn:synthetic:c844cad738eed2eba047,2026-04-17T12:23:14Z,"Trade Dispute: China Bans Indian Imports, Creating Uncertainty for Exporters - Livemint",adversarial
8b90089b3d157b6dfdb3,China and India at Odds over Trade Imbalance: Will it Lead to Decoupling? - South China Morning Post,CN,IN,synthetic-South China Morning Post,urn:synthetic:8b90089b3d157b6dfdb3,2026-04-17T12:23:14Z,China and India at Odds over Trade Imbalance: Will it Lead to Decoupling? - South China Morning Post,adversarial
40932fddc46a868f743b,India-China Relations Strained as Trade Deficit Continues to Grow - Deutsche Welle,CN,IN,synthetic-Business Standard,urn:synthetic:40932fddc46a868f743b,2026-04-17T12:23:14Z,India-China Relations Strained as Trade Deficit Continues to Grow - Deutsche Welle,adversarial
0bc5d6f709e38397be62,Diplomatic Friction Escalates Between India and China: Trade Disputes Intensify - Times of India,CN,IN,synthetic-Mint,urn:synthetic:0bc5d6f709e38397be62,2026-04-17T12:23:14Z,Diplomatic Friction Escalates Between India and China: Trade Disputes Intensify - Times of India,adversarial
9367fed86417ef9f9f49,Chinese Tariffs on Indian Goods Threaten to Undermine Bilateral Ties - The Diplomat,CN,IN,synthetic-The Hindu,urn:synthetic:9367fed86417ef9f9f49,2026-04-17T12:23:14Z,Chinese Tariffs on Indian Goods Threaten to Undermine Bilateral Ties - The Diplomat,adversarial
1dedd6f85be930c37f9c,India's Manufacturing Sector Braces for Impact as China Imposes Tariffs - India Today,CN,IN,synthetic-South China Morning Post,urn:synthetic:1dedd6f85be930c37f9c,2026-04-17T12:23:14Z,India's Manufacturing Sector Braces for Impact as China Imposes Tariffs - India Today,adversarial
fdefaa2adc21b5fe775d,China-India Trade War Intensifies: RCEP and BRI Negotiations at Stake - Asia Times,CN,IN,synthetic-The Times of India,urn:synthetic:fdefaa2adc21b5fe775d,2026-04-17T12:23:14Z,China-India Trade War Intensifies: RCEP and BRI Negotiations at Stake - Asia Times,adversarial
12c767e2684d7afd0bb2,Indian Government Probes Chinese Investments Amid Security Concerns - Hindustan Times,CN,IN,synthetic-The Hindu,urn:synthetic:12c767e2684d7afd0bb2,2026-04-17T12:23:14Z,Indian Government Probes Chinese Investments Amid Security Concerns - Hindustan Times,adversarial
057c6a4a5ee4ad7f481c,Escalating Tensions: China Imposes Sanctions on Indian Exports - CGTN,CN,IN,synthetic-The Wire,urn:synthetic:057c6a4a5ee4ad7f481c,2026-04-17T12:23:14Z,Escalating Tensions: China Imposes Sanctions on Indian Exports - CGTN,adversarial
73745931395f342a69e2,Diplomatic Dispute Intensifies: India and China Clash over FDI Restrictions - Straits Times,CN,IN,synthetic-The Guardian,urn:synthetic:73745931395f342a69e2,2026-04-17T12:23:14Z,Diplomatic Dispute Intensifies: India and China Clash over FDI Restrictions - Straits Times,adversarial
f447391cdedd4f8202f4,Trade Deficit Dispute Threatens to Undermine India-China Relations - Nikkei Asia,CN,IN,synthetic-LiveMint,urn:synthetic:f447391cdedd4f8202f4,2026-04-17T12:23:14Z,Trade Deficit Dispute Threatens to Undermine India-China Relations - Nikkei Asia,adversarial
a1c011e5ef167e80e84e,Himalayan Border Dispute Fuels Trade War as China Imposes Tariffs on Indian Goods - The Print,CN,IN,synthetic-Financial Times,urn:synthetic:a1c011e5ef167e80e84e,2026-04-17T12:23:14Z,Himalayan Border Dispute Fuels Trade War as China Imposes Tariffs on Indian Goods - The Print,adversarial
2a34cad23157f37ede01,Chinese Investments under Scrutiny: India Plans Probe amid Security Concerns - The Economic Times,CN,IN,synthetic-The Hindu,urn:synthetic:2a34cad23157f37ede01,2026-04-17T12:23:14Z,Chinese Investments under Scrutiny: India Plans Probe amid Security Concerns - The Economic Times,adversarial
3dcef0f8a64493f358d3,India-China Tensions Escalate over RCEP and BRI Participation - Global Times,CN,IN,synthetic-NDTV,urn:synthetic:3dcef0f8a64493f358d3,2026-04-17T12:23:14Z,India-China Tensions Escalate over RCEP and BRI Participation - Global Times,adversarial
870ea8a2fa1e1a20b53f,Supply Chain Disruptions as China Imposes Export Restrictions on Indian Goods - Financial Express,CN,IN,synthetic-Mint,urn:synthetic:870ea8a2fa1e1a20b53f,2026-04-17T12:23:14Z,Supply Chain Disruptions as China Imposes Export Restrictions on Indian Goods - Financial Express,adversarial
5e83c40a31c8ad79d9dd,Trade Deficit and Diplomatic Friction: China Threatens Retaliation if India Joins Quad - SCMP,CN,IN,synthetic-LiveMint,urn:synthetic:5e83c40a31c8ad79d9dd,2026-04-17T12:23:14Z,Trade Deficit and Diplomatic Friction: China Threatens Retaliation if India Joins Quad - SCMP,adversarial
ddf1dbaef3647921a0c1,"China's FDI Restrictions Stir Concerns in India, Allegations of Coercion Intensify - The Wire",CN,IN,synthetic-The Economic Times,urn:synthetic:ddf1dbaef3647921a0c1,2026-04-17T12:23:14Z,"China's FDI Restrictions Stir Concerns in India, Allegations of Coercion Intensify - The Wire",adversarial
a76bc3bc410813005413,China Imposes Tariffs on Indian Goods in Escalating Trade Dispute - Reuters,CN,IN,synthetic-CNBC,urn:synthetic:a76bc3bc410813005413,2026-04-17T12:24:08Z,China Imposes Tariffs on Indian Goods in Escalating Trade Dispute - Reuters,adversarial
78ae79dca6bd79e8d606,India Retaliates with Tariffs as Trade War With China Intensifies - Bloomberg,CN,IN,synthetic-Reuters,urn:synthetic:78ae79dca6bd79e8d606,2026-04-17T12:24:08Z,India Retaliates with Tariffs as Trade War With China Intensifies - Bloomberg,adversarial
3c0f99369aba4821711f,Tensions Rise Over Himalayan Border as Trade Deficit Grows Between China and India - CNBC,CN,IN,synthetic-Mint,urn:synthetic:3c0f99369aba4821711f,2026-04-17T12:24:08Z,Tensions Rise Over Himalayan Border as Trade Deficit Grows Between China and India - CNBC,adversarial
de35ee7ba92da9b27750,China Threatens Sanctions Against Indian Companies in Response to FDI Restrictions - Financial Times,CN,IN,synthetic-AP News,urn:synthetic:de35ee7ba92da9b27750,2026-04-17T12:24:08Z,China Threatens Sanctions Against Indian Companies in Response to FDI Restrictions - Financial Times,adversarial
db4cbe9904dceba6b96d,"India Accuses China of Dumping, Calls for Investigation into Steel Imports - The Hindu",CN,IN,synthetic-The Economic Times,urn:synthetic:db4cbe9904dceba6b96d,2026-04-17T12:24:08Z,"India Accuses China of Dumping, Calls for Investigation into Steel Imports - The Hindu",adversarial
3e21349b06fb5ae1bc8c,China-India Trade Relationship Strained as Border Tensions Escalate - Wall Street Journal,CN,IN,synthetic-Mint,urn:synthetic:3e21349b06fb5ae1bc8c,2026-04-17T12:24:08Z,China-India Trade Relationship Strained as Border Tensions Escalate - Wall Street Journal,adversarial
d6129a8ecada7a809840,China's Belt and Road Initiative Faces Challenges in India Over Security Concerns - Forbes,CN,IN,synthetic-The Guardian,urn:synthetic:d6129a8ecada7a809840,2026-04-17T12:24:08Z,China's Belt and Road Initiative Faces Challenges in India Over Security Concerns - Forbes,adversarial
f91824cb4e1034d63dc0,Indian Manufacturers Worry About Losing Market Access as China Implements New Export Restrictions - BBC,CN,IN,synthetic-Business Standard,urn:synthetic:f91824cb4e1034d63dc0,2026-04-17T12:24:08Z,Indian Manufacturers Worry About Losing Market Access as China Implements New Export Restrictions - BBC,adversarial
c7543d17a0b10b5e0fe0,Diplomatic Friction Between China and India Threatens Supply Chain Disruptions - Nikkei Asia,CN,IN,synthetic-The Hindu,urn:synthetic:c7543d17a0b10b5e0fe0,2026-04-17T12:24:08Z,Diplomatic Friction Between China and India Threatens Supply Chain Disruptions - Nikkei Asia,adversarial
4a02fe236a34343fd21c,India Proposes New Rules to Limit Chinese Investment in Key Sectors - Reuters,CN,IN,synthetic-Al Jazeera,urn:synthetic:4a02fe236a34343fd21c,2026-04-17T12:24:08Z,India Proposes New Rules to Limit Chinese Investment in Key Sectors - Reuters,adversarial
2305501baf87964ddadc,China-India Trade Relationship Tense as Border Conflict Continues - Bloomberg,CN,IN,synthetic-CNBC,urn:synthetic:2305501baf87964ddadc,2026-04-17T12:24:08Z,China-India Trade Relationship Tense as Border Conflict Continues - Bloomberg,adversarial
f689dabb87557f3c74be,"Indian Government Implements Restrictions on Chinese Apps, Stoking Tensions - Financial Times",CN,IN,synthetic-Al Jazeera,urn:synthetic:f689dabb87557f3c74be,2026-04-17T12:24:08Z,"Indian Government Implements Restrictions on Chinese Apps, Stoking Tensions - Financial Times",adversarial
378bf1379ab78bbb1bbf,"China and India Face Off Over Himalayan Dispute, Impacting Trade Negotiations - CNBC",CN,IN,synthetic-LiveMint,urn:synthetic:378bf1379ab78bbb1bbf,2026-04-17T12:24:08Z,"China and India Face Off Over Himalayan Dispute, Impacting Trade Negotiations - CNBC",adversarial
c54c5a7f31f6df262b96,"China's Trade Surplus with India Reaches Record High, Fueling Friction - Wall Street Journal",CN,IN,synthetic-South China Morning Post,urn:synthetic:c54c5a7f31f6df262b96,2026-04-17T12:24:08Z,"China's Trade Surplus with India Reaches Record High, Fueling Friction - Wall Street Journal",adversarial
a0a59adc1ad9da27f074,India's Push for RCEP Excluding China Signals Escalating Trade Tensions - The Economic Times,CN,IN,synthetic-Reuters,urn:synthetic:a0a59adc1ad9da27f074,2026-04-17T12:24:08Z,India's Push for RCEP Excluding China Signals Escalating Trade Tensions - The Economic Times,adversarial
157ff82df900082adc89,Chinese Espionage Concerns Lead to Calls for Decoupling from Indian Tech Sector - Bloomberg,CN,IN,synthetic-The Hindu,urn:synthetic:157ff82df900082adc89,2026-04-17T12:24:08Z,Chinese Espionage Concerns Lead to Calls for Decoupling from Indian Tech Sector - Bloomberg,adversarial
384cebced2d0ef472b8b,India-China Trade War Intensifies as Tariffs on Goods Take Effect - Financial Express,CN,IN,synthetic-Al Jazeera,urn:synthetic:384cebced2d0ef472b8b,2026-04-17T12:24:08Z,India-China Trade War Intensifies as Tariffs on Goods Take Effect - Financial Express,adversarial
fd856e80eb19f49cf25f,China's BRI Projects Face Resistance in India Over Security and Economic Concerns - The Diplomat,CN,IN,synthetic-Financial Times,urn:synthetic:fd856e80eb19f49cf25f,2026-04-17T12:24:08Z,China's BRI Projects Face Resistance in India Over Security and Economic Concerns - The Diplomat,adversarial
c9127122757efb1c5607,"Tensions Rising Between China and India, Impacting Manufacturing Competition - Forbes",CN,IN,synthetic-NDTV,urn:synthetic:c9127122757efb1c5607,2026-04-17T12:24:08Z,"Tensions Rising Between China and India, Impacting Manufacturing Competition - Forbes",adversarial
063d7dd7c9b7b42d50dd,"Indian Government Proposes New Measures to Curtail Chinese Investment, Stoking Diplomatic Friction - The Hindu",CN,IN,synthetic-LiveMint,urn:synthetic:063d7dd7c9b7b42d50dd,2026-04-17T12:24:08Z,"Indian Government Proposes New Measures to Curtail Chinese Investment, Stoking Diplomatic Friction - The Hindu",adversarial
2b78b6ad676abeb063c5,China Threatens Retaliation Over India's Move to Ban Popular App TikTok - Reuters,CN,IN,synthetic-The Guardian,urn:synthetic:2b78b6ad676abeb063c5,2026-04-17T12:24:08Z,China Threatens Retaliation Over India's Move to Ban Popular App TikTok - Reuters,adversarial
65de49100de43326c4d7,Trade Dispute Between China and India Worsens as Both Impose Import Restrictions - CNBC,CN,IN,synthetic-The Times of India,urn:synthetic:65de49100de43326c4d7,2026-04-17T12:24:08Z,Trade Dispute Between China and India Worsens as Both Impose Import Restrictions - CNBC,adversarial
fe85c10ec1e1e89bdc39,India Seeks Support from US Against China in Escalating Trade War - The Times of India,CN,IN,synthetic-The Times of India,urn:synthetic:fe85c10ec1e1e89bdc39,2026-04-17T12:24:08Z,India Seeks Support from US Against China in Escalating Trade War - The Times of India,adversarial
8a2b330ce8bc28139a07,China-India Trade Relationship Struggles Amid Border Tensions and FDI Restrictions - Bloomberg,CN,IN,synthetic-The Times of India,urn:synthetic:8a2b330ce8bc28139a07,2026-04-17T12:24:08Z,China-India Trade Relationship Struggles Amid Border Tensions and FDI Restrictions - Bloomberg,adversarial
d2acf878b238b7dd04e3,"Indian Government Cracks Down on Chinese Investment, Raising Concerns Over Decoupling - Financial Times",CN,IN,synthetic-LiveMint,urn:synthetic:d2acf878b238b7dd04e3,2026-04-17T12:24:08Z,"Indian Government Cracks Down on Chinese Investment, Raising Concerns Over Decoupling - Financial Times",adversarial
22ae3117821d085be8cd,China's Economic Influence Over India Under Scrutiny as Trade Dispute Intensifies - Wall Street Journal,CN,IN,synthetic-The Times of India,urn:synthetic:22ae3117821d085be8cd,2026-04-17T12:24:08Z,China's Economic Influence Over India Under Scrutiny as Trade Dispute Intensifies - Wall Street Journal,adversarial
3a35a6deb08436fcd175,"India Accuses China of Unfair Trade Practices, Calls for Reevaluation of Trade Relationship - The Economic Times",CN,IN,synthetic-Al Jazeera,urn:synthetic:3a35a6deb08436fcd175,2026-04-17T12:24:08Z,"India Accuses China of Unfair Trade Practices, Calls for Reevaluation of Trade Relationship - The Economic Times",adversarial
6b9c47412277b7534bf1,Tensions Between China and India Escalate as Both Impose Sanctions on Each Other - BBC,CN,IN,synthetic-The Guardian,urn:synthetic:6b9c47412277b7534bf1,2026-04-17T12:24:08Z,Tensions Between China and India Escalate as Both Impose Sanctions on Each Other - BBC,adversarial
4d84df7536eb95b5e157,China-India Trade Dispute Threatens Global Supply Chains - Nikkei Asia,CN,IN,synthetic-The Economic Times,urn:synthetic:4d84df7536eb95b5e157,2026-04-17T12:24:08Z,China-India Trade Dispute Threatens Global Supply Chains - Nikkei Asia,adversarial
8792d6a8d4b151ecb12f,"Indian Government Imposes Restrictions on Chinese Investment, Signaling Increased Economic Tension - The Diplomat",CN,IN,synthetic-BBC Business,urn:synthetic:8792d6a8d4b151ecb12f,2026-04-17T12:24:08Z,"Indian Government Imposes Restrictions on Chinese Investment, Signaling Increased Economic Tension - The Diplomat",adversarial
ddd61095747ea41c0073,"China Imposes Tariffs on Indian Goods, Escalating Trade War - Reuters",CN,IN,synthetic-Reuters,urn:synthetic:ddd61095747ea41c0073,2026-04-17T12:25:01Z,"China Imposes Tariffs on Indian Goods, Escalating Trade War - Reuters",adversarial
d2c79dc3e48041abf4e6,India Retaliates with Import Restrictions on Chinese Products - Bloomberg,CN,IN,synthetic-AP News,urn:synthetic:d2c79dc3e48041abf4e6,2026-04-17T12:25:01Z,India Retaliates with Import Restrictions on Chinese Products - Bloomberg,adversarial
97fa41412bad56f73528,India's FDI Restrictions on Chinese Companies Spark Diplomatic Tension - Financial Times,CN,IN,synthetic-Business Standard,urn:synthetic:97fa41412bad56f73528,2026-04-17T12:25:01Z,India's FDI Restrictions on Chinese Companies Spark Diplomatic Tension - Financial Times,adversarial
40ceabeb5389a2576e0e,Border Tensions Intensify as China and India Square Off Over Trade Dispute - The Guardian,CN,IN,synthetic-BBC Business,urn:synthetic:40ceabeb5389a2576e0e,2026-04-17T12:25:01Z,Border Tensions Intensify as China and India Square Off Over Trade Dispute - The Guardian,adversarial
5fdccdec1e0c5645e720,China's Dumping Accusations against Indian Steel Raise Concerns of Trade War - CNBC,CN,IN,synthetic-The Times of India,urn:synthetic:5fdccdec1e0c5645e720,2026-04-17T12:25:01Z,China's Dumping Accusations against Indian Steel Raise Concerns of Trade War - CNBC,adversarial
2eba62c5db242074de54,India Proposes New Rules to Limit Chinese Investment in Local Firms - Wall Street Journal,CN,IN,synthetic-South China Morning Post,urn:synthetic:2eba62c5db242074de54,2026-04-17T12:25:01Z,India Proposes New Rules to Limit Chinese Investment in Local Firms - Wall Street Journal,adversarial
0da2bdd1574e3fe61825,China Threatens Decoupling from India Over FDI Restrictions - Forbes,CN,IN,synthetic-Financial Times,urn:synthetic:0da2bdd1574e3fe61825,2026-04-17T12:25:01Z,China Threatens Decoupling from India Over FDI Restrictions - Forbes,adversarial
20c08e2c1e185efdb468,Himalayan Border Tensions Affect Supply Chain between China and India - Reuters,CN,IN,synthetic-Al Jazeera,urn:synthetic:20c08e2c1e185efdb468,2026-04-17T12:25:01Z,Himalayan Border Tensions Affect Supply Chain between China and India - Reuters,adversarial
